"t / s";"CH1 / V";"CH2 / V";"MATH / V";"f / Hz";"SP1 / dB";"SP2 / dB";"SPM / dB"
0,01681;-0,6;0;-0,6;840.500;;;
0,016811;-0,6;0;-0,6;840.550;;;
0,016812;-0,6;0;-0,6;840.600;;;
0,016813;-0,6;0;-0,6;840.650;;;
0,016814;-0,6;0;-0,6;840.700;;;
0,016815;-0,636;0;-0,636;840.750;;;
0,016816;-0,64;0;-0,64;840.800;;;
0,016817;-0,64;0;-0,64;840.850;;;
0,016818;-0,64;0;-0,64;840.900;;;
0,016819;-0,64;0;-0,64;840.950;;;
0,01682;-0,64;0;-0,64;841.000;;;
0,016821;-0,64;0;-0,64;841.050;;;
0,016822;-0,64;0;-0,64;841.100;;;
0,016823;-0,64;0;-0,64;841.150;;;
0,016824;-0,64;0;-0,64;841.200;;;
0,016825;-0,68;0;-0,68;841.250;;;
0,016826;-0,68;0;-0,68;841.300;;;
0,016827;-0,68;0;-0,68;841.350;;;
0,016828;-0,68;0;-0,68;841.400;;;
0,016829;-0,68;0;-0,68;841.450;;;
0,01683;-0,68;0;-0,68;841.500;;;
0,016831;-0,68;0;-0,68;841.550;;;
0,016832;-0,68;0;-0,68;841.600;;;
0,016833;-0,68;0;-0,68;841.650;;;
0,016834;-0,684;0;-0,684;841.700;;;
0,016835;-0,72;0;-0,72;841.750;;;
0,016836;-0,72;0;-0,72;841.800;;;
0,016837;-0,72;0;-0,72;841.850;;;
0,016838;-0,72;0;-0,72;841.900;;;
0,016839;-0,72;0;-0,72;841.950;;;
0,01684;-0,72;0;-0,72;842.000;;;
0,016841;-0,72;0;-0,72;842.050;;;
0,016842;-0,72;0;-0,72;842.100;;;
0,016843;-0,72;0;-0,72;842.150;;;
0,016844;-0,728;0;-0,728;842.200;;;
0,016845;-0,76;0;-0,76;842.250;;;
0,016846;-0,76;0;-0,76;842.300;;;
0,016847;-0,76;0;-0,76;842.350;;;
0,016848;-0,76;0;-0,76;842.400;;;
0,016849;-0,76;0;-0,76;842.450;;;
0,01685;-0,76;0;-0,76;842.500;;;
0,016851;-0,76;0;-0,76;842.550;;;
0,016852;-0,76;0;-0,76;842.600;;;
0,016853;-0,76;0;-0,76;842.650;;;
0,016854;-0,772;0;-0,772;842.700;;;
0,016855;-0,8;0;-0,8;842.750;;;
0,016856;-0,8;0;-0,8;842.800;;;
0,016857;-0,8;0;-0,8;842.850;;;
0,016858;-0,8;0;-0,8;842.900;;;
0,016859;-0,8;0;-0,8;842.950;;;
0,01686;-0,8;0;-0,8;843.000;;;
0,016861;-0,8;0;-0,8;843.050;;;
0,016862;-0,8;0;-0,8;843.100;;;
0,016863;-0,8;0;-0,8;843.150;;;
0,016864;-0,816;0;-0,816;843.200;;;
0,016865;-0,84;0;-0,84;843.250;;;
0,016866;-0,84;0;-0,84;843.300;;;
0,016867;-0,84;0;-0,84;843.350;;;
0,016868;-0,84;0;-0,84;843.400;;;
0,016869;-0,84;0;-0,84;843.450;;;
0,01687;-0,84;0;-0,84;843.500;;;
0,016871;-0,84;0;-0,84;843.550;;;
0,016872;-0,84;0;-0,84;843.600;;;
0,016873;-0,84;0;-0,84;843.650;;;
0,016874;-0,86;0;-0,86;843.700;;;
0,016875;-0,88;0;-0,88;843.750;;;
0,016876;-0,88;0;-0,88;843.800;;;
0,016877;-0,88;0;-0,88;843.850;;;
0,016878;-0,88;0;-0,88;843.900;;;
0,016879;-0,88;0;-0,88;843.950;;;
0,01688;-0,88;0;-0,88;844.000;;;
0,016881;-0,88;0;-0,88;844.050;;;
0,016882;-0,88;0;-0,88;844.100;;;
0,016883;-0,88;0;-0,88;844.150;;;
0,016884;-0,904;0;-0,904;844.200;;;
0,016885;-0,92;0;-0,92;844.250;;;
0,016886;-0,92;0;-0,92;844.300;;;
0,016887;-0,92;0;-0,92;844.350;;;
0,016888;-0,92;0;-0,92;844.400;;;
0,016889;-0,92;0;-0,92;844.450;;;
0,01689;-0,92;0;-0,92;844.500;;;
0,016891;-0,92;0;-0,92;844.550;;;
0,016892;-0,92;0;-0,92;844.600;;;
0,016893;-0,92;0;-0,92;844.650;;;
0,016894;-0,948;0;-0,948;844.700;;;
0,016895;-0,96;0;-0,96;844.750;;;
0,016896;-0,96;0;-0,96;844.800;;;
0,016897;-0,96;0;-0,96;844.850;;;
0,016898;-0,96;0;-0,96;844.900;;;
0,016899;-0,96;0;-0,96;844.950;;;
0,0169;-0,96;0;-0,96;845.000;;;
0,016901;-0,96;0;-0,96;845.050;;;
0,016902;-0,96;0;-0,96;845.100;;;
0,016903;-0,96;0;-0,96;845.150;;;
0,016904;-0,992;0;-0,992;845.200;;;
0,016905;-1;0;-1;845.250;;;
0,016906;-1;0;-1;845.300;;;
0,016907;-1;0;-1;845.350;;;
0,016908;-1;0;-1;845.400;;;
0,016909;-1;0;-1;845.450;;;
0,01691;-1;0;-1;845.500;;;
0,016911;-1;0;-1;845.550;;;
0,016912;-1;0;-1;845.600;;;
0,016913;-1;0;-1;845.650;;;
0,016914;-1,036;0;-1,036;845.700;;;
0,016915;-1,04;0;-1,04;845.750;;;
0,016916;-1,04;0;-1,04;845.800;;;
0,016917;-1,04;0;-1,04;845.850;;;
0,016918;-1,04;0;-1,04;845.900;;;
0,016919;-1,04;0;-1,04;845.950;;;
0,01692;-1,04;0;-1,04;846.000;;;
0,016921;-1,04;0;-1,04;846.050;;;
0,016922;-1,04;0;-1,04;846.100;;;
0,016923;-1,04;0;-1,04;846.150;;;
0,016924;-1,08;0;-1,08;846.200;;;
0,016925;-1,08;0;-1,08;846.250;;;
0,016926;-1,08;0;-1,08;846.300;;;
0,016927;-1,08;0;-1,08;846.350;;;
0,016928;-1,08;0;-1,08;846.400;;;
0,016929;-1,08;0;-1,08;846.450;;;
0,01693;-1,08;0;-1,08;846.500;;;
0,016931;-1,08;0;-1,08;846.550;;;
0,016932;-1,08;0;-1,08;846.600;;;
0,016933;-1,084;0;-1,084;846.650;;;
0,016934;-1,12;0;-1,12;846.700;;;
0,016935;-1,12;0;-1,12;846.750;;;
0,016936;-1,12;0;-1,12;846.800;;;
0,016937;-1,12;0;-1,12;846.850;;;
0,016938;-1,12;0;-1,12;846.900;;;
0,016939;-1,12;0;-1,12;846.950;;;
0,01694;-1,12;0;-1,12;847.000;;;
0,016941;-1,12;0;-1,12;847.050;;;
0,016942;-1,12;0;-1,12;847.100;;;
0,016943;-1,128;0;-1,128;847.150;;;
0,016944;-1,16;0;-1,16;847.200;;;
0,016945;-1,16;0;-1,16;847.250;;;
0,016946;-1,16;0;-1,16;847.300;;;
0,016947;-1,16;0;-1,16;847.350;;;
0,016948;-1,16;0;-1,16;847.400;;;
0,016949;-1,16;0;-1,16;847.450;;;
0,01695;-1,16;0;-1,16;847.500;;;
0,016951;-1,16;0;-1,16;847.550;;;
0,016952;-1,16;0;-1,16;847.600;;;
0,016953;-1,172;0;-1,172;847.650;;;
0,016954;-1,2;0;-1,2;847.700;;;
0,016955;-1,2;0;-1,2;847.750;;;
0,016956;-1,2;0;-1,2;847.800;;;
0,016957;-1,2;0;-1,2;847.850;;;
0,016958;-1,2;0;-1,2;847.900;;;
0,016959;-1,2;0;-1,2;847.950;;;
0,01696;-1,2;0;-1,2;848.000;;;
0,016961;-1,2;0;-1,2;848.050;;;
0,016962;-1,2;0;-1,2;848.100;;;
0,016963;-1,216;0;-1,216;848.150;;;
0,016964;-1,24;0;-1,24;848.200;;;
0,016965;-1,24;0;-1,24;848.250;;;
0,016966;-1,24;0;-1,24;848.300;;;
0,016967;-1,24;0;-1,24;848.350;;;
0,016968;-1,24;0;-1,24;848.400;;;
0,016969;-1,24;0;-1,24;848.450;;;
0,01697;-1,24;0;-1,24;848.500;;;
0,016971;-1,24;0;-1,24;848.550;;;
0,016972;-1,24;0;-1,24;848.600;;;
0,016973;-1,26;0;-1,26;848.650;;;
0,016974;-1,28;0;-1,28;848.700;;;
0,016975;-1,28;0;-1,28;848.750;;;
0,016976;-1,28;0;-1,28;848.800;;;
0,016977;-1,28;0;-1,28;848.850;;;
0,016978;-1,28;0;-1,28;848.900;;;
0,016979;-1,28;0;-1,28;848.950;;;
0,01698;-1,28;0;-1,28;849.000;;;
0,016981;-1,28;0;-1,28;849.050;;;
0,016982;-1,28;0;-1,28;849.100;;;
0,016983;-1,304;0;-1,304;849.150;;;
0,016984;-1,32;0;-1,32;849.200;;;
0,016985;-1,32;0;-1,32;849.250;;;
0,016986;-1,32;0;-1,32;849.300;;;
0,016987;-1,32;0;-1,32;849.350;;;
0,016988;-1,32;0;-1,32;849.400;;;
0,016989;-1,32;0;-1,32;849.450;;;
0,01699;-1,32;0;-1,32;849.500;;;
0,016991;-1,32;0;-1,32;849.550;;;
0,016992;-1,32;0;-1,32;849.600;;;
0,016993;-1,348;0;-1,348;849.650;;;
0,016994;-1,36;0;-1,36;849.700;;;
0,016995;-1,36;0;-1,36;849.750;;;
0,016996;-1,36;0;-1,36;849.800;;;
0,016997;-1,36;0;-1,36;849.850;;;
0,016998;-1,36;0;-1,36;849.900;;;
0,016999;-1,36;0;-1,36;849.950;;;
0,017;-1,36;0;-1,36;850.000;;;
0,017001;-1,36;0;-1,36;850.050;;;
0,017002;-1,36;0;-1,36;850.100;;;
0,017003;-1,392;0;-1,392;850.150;;;
0,017004;-1,4;0;-1,4;850.200;;;
0,017005;-1,4;0;-1,4;850.250;;;
0,017006;-1,4;0;-1,4;850.300;;;
0,017007;-1,4;0;-1,4;850.350;;;
0,017008;-1,4;0;-1,4;850.400;;;
0,017009;-1,4;0;-1,4;850.450;;;
0,01701;-1,4;0;-1,4;850.500;;;
0,017011;-1,4;0;-1,4;850.550;;;
0,017012;-1,4;0;-1,4;850.600;;;
0,017013;-1,436;0;-1,436;850.650;;;
0,017014;-1,44;0;-1,44;850.700;;;
0,017015;-1,44;0;-1,44;850.750;;;
0,017016;-1,44;0;-1,44;850.800;;;
0,017017;-1,44;0;-1,44;850.850;;;
0,017018;-1,44;0;-1,44;850.900;;;
0,017019;-1,44;0;-1,44;850.950;;;
0,01702;-1,44;0;-1,44;851.000;;;
0,017021;-1,44;0;-1,44;851.050;;;
0,017022;-1,44;0;-1,44;851.100;;;
0,017023;-1,48;0;-1,48;851.150;;;
0,017024;-1,48;0;-1,48;851.200;;;
0,017025;-1,48;0;-1,48;851.250;;;
0,017026;-1,48;0;-1,48;851.300;;;
0,017027;-1,48;0;-1,48;851.350;;;
0,017028;-1,48;0;-1,48;851.400;;;
0,017029;-1,48;0;-1,48;851.450;;;
0,01703;-1,48;0;-1,48;851.500;;;
0,017031;-1,48;0;-1,48;851.550;;;
0,017032;-1,484;0;-1,484;851.600;;;
0,017033;-1,52;0;-1,52;851.650;;;
0,017034;-1,52;0;-1,52;851.700;;;
0,017035;-1,52;0;-1,52;851.750;;;
0,017036;-1,52;0;-1,52;851.800;;;
0,017037;-1,52;0;-1,52;851.850;;;
0,017038;-1,52;0;-1,52;851.900;;;
0,017039;-1,52;0;-1,52;851.950;;;
0,01704;-1,52;0;-1,52;852.000;;;
0,017041;-1,52;0;-1,52;852.050;;;
0,017042;-1,528;0;-1,528;852.100;;;
0,017043;-1,56;0;-1,56;852.150;;;
0,017044;-1,56;0;-1,56;852.200;;;
0,017045;-1,56;0;-1,56;852.250;;;
0,017046;-1,56;0;-1,56;852.300;;;
0,017047;-1,56;0;-1,56;852.350;;;
0,017048;-1,56;0;-1,56;852.400;;;
0,017049;-1,56;0;-1,56;852.450;;;
0,01705;-1,56;0;-1,56;852.500;;;
0,017051;-1,56;0;-1,56;852.550;;;
0,017052;-1,572;0;-1,572;852.600;;;
0,017053;-1,6;0;-1,6;852.650;;;
0,017054;-1,6;0;-1,6;852.700;;;
0,017055;-1,6;0;-1,6;852.750;;;
0,017056;-1,6;0;-1,6;852.800;;;
0,017057;-1,6;0;-1,6;852.850;;;
0,017058;-1,6;0;-1,6;852.900;;;
0,017059;-1,6;0;-1,6;852.950;;;
0,01706;-1,6;0;-1,6;853.000;;;
0,017061;-1,6;0;-1,6;853.050;;;
0,017062;-1,616;0;-1,616;853.100;;;
0,017063;-1,64;0;-1,64;853.150;;;
0,017064;-1,64;0;-1,64;853.200;;;
0,017065;-1,64;0;-1,64;853.250;;;
0,017066;-1,64;0;-1,64;853.300;;;
0,017067;-1,64;0;-1,64;853.350;;;
0,017068;-1,64;0;-1,64;853.400;;;
0,017069;-1,64;0;-1,64;853.450;;;
0,01707;-1,64;0;-1,64;853.500;;;
0,017071;-1,64;0;-1,64;853.550;;;
0,017072;-1,66;0;-1,66;853.600;;;
0,017073;-1,68;0;-1,68;853.650;;;
0,017074;-1,68;0;-1,68;853.700;;;
0,017075;-1,68;0;-1,68;853.750;;;
0,017076;-1,68;0;-1,68;853.800;;;
0,017077;-1,68;0;-1,68;853.850;;;
0,017078;-1,68;0;-1,68;853.900;;;
0,017079;-1,68;0;-1,68;853.950;;;
0,01708;-1,68;0;-1,68;854.000;;;
0,017081;-1,68;0;-1,68;854.050;;;
0,017082;-1,704;0;-1,704;854.100;;;
0,017083;-1,72;0;-1,72;854.150;;;
0,017084;-1,72;0;-1,72;854.200;;;
0,017085;-1,72;0;-1,72;854.250;;;
0,017086;-1,72;0;-1,72;854.300;;;
0,017087;-1,72;0;-1,72;854.350;;;
0,017088;-1,72;0;-1,72;854.400;;;
0,017089;-1,72;0;-1,72;854.450;;;
0,01709;-1,72;0;-1,72;854.500;;;
0,017091;-1,72;0;-1,72;854.550;;;
0,017092;-1,748;0;-1,748;854.600;;;
0,017093;-1,76;0;-1,76;854.650;;;
0,017094;-1,76;0;-1,76;854.700;;;
0,017095;-1,76;0;-1,76;854.750;;;
0,017096;-1,76;0;-1,76;854.800;;;
0,017097;-1,76;0;-1,76;854.850;;;
0,017098;-1,76;0;-1,76;854.900;;;
0,017099;-1,76;0;-1,76;854.950;;;
0,0171;-1,76;0;-1,76;855.000;;;
0,017101;-1,76;0;-1,76;855.050;;;
0,017102;-1,792;0;-1,792;855.100;;;
0,017103;-1,8;0;-1,8;855.150;;;
0,017104;-1,8;0;-1,8;855.200;;;
0,017105;-1,8;0;-1,8;855.250;;;
0,017106;-1,8;0;-1,8;855.300;;;
0,017107;-1,8;0;-1,8;855.350;;;
0,017108;-1,8;0;-1,8;855.400;;;
0,017109;-1,8;0;-1,8;855.450;;;
0,01711;-1,8;0;-1,8;855.500;;;
0,017111;-1,8;0;-1,8;855.550;;;
0,017112;-1,836;0;-1,836;855.600;;;
0,017113;-1,84;0;-1,84;855.650;;;
0,017114;-1,84;0;-1,84;855.700;;;
0,017115;-1,84;0;-1,84;855.750;;;
0,017116;-1,84;0;-1,84;855.800;;;
0,017117;-1,84;0;-1,84;855.850;;;
0,017118;-1,84;0;-1,84;855.900;;;
0,017119;-1,84;0;-1,84;855.950;;;
0,01712;-1,84;0;-1,84;856.000;;;
0,017121;-1,84;0;-1,84;856.050;;;
0,017122;-1,88;0;-1,88;856.100;;;
0,017123;-1,88;0;-1,88;856.150;;;
0,017124;-1,88;0;-1,88;856.200;;;
0,017125;-1,88;0;-1,88;856.250;;;
0,017126;-1,88;0;-1,88;856.300;;;
0,017127;-1,88;0;-1,88;856.350;;;
0,017128;-1,88;0;-1,88;856.400;;;
0,017129;-1,88;0;-1,88;856.450;;;
0,01713;-1,88;0;-1,88;856.500;;;
0,017131;-1,884;0;-1,884;856.550;;;
0,017132;-1,92;0;-1,92;856.600;;;
0,017133;-1,92;0;-1,92;856.650;;;
0,017134;-1,92;0;-1,92;856.700;;;
0,017135;-1,92;0;-1,92;856.750;;;
0,017136;-1,92;0;-1,92;856.800;;;
0,017137;-1,92;0;-1,92;856.850;;;
0,017138;-1,92;0;-1,92;856.900;;;
0,017139;-1,92;0;-1,92;856.950;;;
0,01714;-1,92;0;-1,92;857.000;;;
0,017141;-1,928;0;-1,928;857.050;;;
0,017142;-1,96;0;-1,96;857.100;;;
0,017143;-1,96;0;-1,96;857.150;;;
0,017144;-1,96;0;-1,96;857.200;;;
0,017145;-1,96;0;-1,96;857.250;;;
0,017146;-1,96;0;-1,96;857.300;;;
0,017147;-1,96;0;-1,96;857.350;;;
0,017148;-1,96;0;-1,96;857.400;;;
0,017149;-1,96;0;-1,96;857.450;;;
0,01715;-1,96;0;-1,96;857.500;;;
0,017151;-1,972;0;-1,972;857.550;;;
0,017152;-2;0;-2;857.600;;;
0,017153;-2;0;-2;857.650;;;
0,017154;-2;0;-2;857.700;;;
0,017155;-2;0;-2;857.750;;;
0,017156;-2;0;-2;857.800;;;
0,017157;-2;0;-2;857.850;;;
0,017158;-2;0;-2;857.900;;;
0,017159;-2;0;-2;857.950;;;
0,01716;-2;0;-2;858.000;;;
0,017161;-0,4;0,8;0,4;858.050;;;
0,017162;2;2;4;858.100;;;
0,017163;2;2;4;858.150;;;
0,017164;2;2;4;858.200;;;
0,017165;2;2;4;858.250;;;
0,017166;2;2;4;858.300;;;
0,017167;2;2;4;858.350;;;
0,017168;2;2;4;858.400;;;
0,017169;2;2;4;858.450;;;
0,01717;2;2;4;858.500;;;
0,017171;1,98;2;3,98;858.550;;;
0,017172;1,96;2;3,96;858.600;;;
0,017173;1,96;2;3,96;858.650;;;
0,017174;1,96;2;3,96;858.700;;;
0,017175;1,96;2;3,96;858.750;;;
0,017176;1,96;2;3,96;858.800;;;
0,017177;1,96;2;3,96;858.850;;;
0,017178;1,96;2;3,96;858.900;;;
0,017179;1,96;2;3,96;858.950;;;
0,01718;1,96;2;3,96;859.000;;;
0,017181;1,936;2;3,936;859.050;;;
0,017182;1,92;2;3,92;859.100;;;
0,017183;1,92;2;3,92;859.150;;;
0,017184;1,92;2;3,92;859.200;;;
0,017185;1,92;2;3,92;859.250;;;
0,017186;1,92;2;3,92;859.300;;;
0,017187;1,92;2;3,92;859.350;;;
0,017188;1,92;2;3,92;859.400;;;
0,017189;1,92;2;3,92;859.450;;;
0,01719;1,92;2;3,92;859.500;;;
0,017191;1,892;2;3,892;859.550;;;
0,017192;1,88;2;3,88;859.600;;;
0,017193;1,88;2;3,88;859.650;;;
0,017194;1,88;2;3,88;859.700;;;
0,017195;1,88;2;3,88;859.750;;;
0,017196;1,88;2;3,88;859.800;;;
0,017197;1,88;2;3,88;859.850;;;
0,017198;1,88;2;3,88;859.900;;;
0,017199;1,88;2;3,88;859.950;;;
0,0172;1,88;2;3,88;860.000;;;
0,017201;1,848;2;3,848;860.050;;;
0,017202;1,84;2;3,84;860.100;;;
0,017203;1,84;2;3,84;860.150;;;
0,017204;1,84;2;3,84;860.200;;;
0,017205;1,84;2;3,84;860.250;;;
0,017206;1,84;2;3,84;860.300;;;
0,017207;1,84;2;3,84;860.350;;;
0,017208;1,84;2;3,84;860.400;;;
0,017209;1,84;2;3,84;860.450;;;
0,01721;1,84;2;3,84;860.500;;;
0,017211;1,804;2;3,804;860.550;;;
0,017212;1,8;2;3,8;860.600;;;
0,017213;1,8;2;3,8;860.650;;;
0,017214;1,8;2;3,8;860.700;;;
0,017215;1,8;2;3,8;860.750;;;
0,017216;1,8;2;3,8;860.800;;;
0,017217;1,8;2;3,8;860.850;;;
0,017218;1,8;2;3,8;860.900;;;
0,017219;1,8;2;3,8;860.950;;;
0,01722;1,8;2;3,8;861.000;;;
0,017221;1,76;2;3,76;861.050;;;
0,017222;1,76;2;3,76;861.100;;;
0,017223;1,76;2;3,76;861.150;;;
0,017224;1,76;2;3,76;861.200;;;
0,017225;1,76;2;3,76;861.250;;;
0,017226;1,76;2;3,76;861.300;;;
0,017227;1,76;2;3,76;861.350;;;
0,017228;1,76;2;3,76;861.400;;;
0,017229;1,76;2;3,76;861.450;;;
0,01723;1,756;2;3,756;861.500;;;
0,017231;1,72;2;3,72;861.550;;;
0,017232;1,72;2;3,72;861.600;;;
0,017233;1,72;2;3,72;861.650;;;
0,017234;1,72;2;3,72;861.700;;;
0,017235;1,72;2;3,72;861.750;;;
0,017236;1,72;2;3,72;861.800;;;
0,017237;1,72;2;3,72;861.850;;;
0,017238;1,72;2;3,72;861.900;;;
0,017239;1,72;2;3,72;861.950;;;
0,01724;1,712;2;3,712;862.000;;;
0,017241;1,68;2;3,68;862.050;;;
0,017242;1,68;2;3,68;862.100;;;
0,017243;1,68;2;3,68;862.150;;;
0,017244;1,68;2;3,68;862.200;;;
0,017245;1,68;2;3,68;862.250;;;
0,017246;1,68;2;3,68;862.300;;;
0,017247;1,68;2;3,68;862.350;;;
0,017248;1,68;2;3,68;862.400;;;
0,017249;1,68;2;3,68;862.450;;;
0,01725;1,668;2;3,668;862.500;;;
0,017251;1,64;2;3,64;862.550;;;
0,017252;1,64;2;3,64;862.600;;;
0,017253;1,64;2;3,64;862.650;;;
0,017254;1,64;2;3,64;862.700;;;
0,017255;1,64;2;3,64;862.750;;;
0,017256;1,64;2;3,64;862.800;;;
0,017257;1,64;2;3,64;862.850;;;
0,017258;1,64;2;3,64;862.900;;;
0,017259;1,64;2;3,64;862.950;;;
0,01726;1,624;2;3,624;863.000;;;
0,017261;1,6;2;3,6;863.050;;;
0,017262;1,6;2;3,6;863.100;;;
0,017263;1,6;2;3,6;863.150;;;
0,017264;1,6;2;3,6;863.200;;;
0,017265;1,6;2;3,6;863.250;;;
0,017266;1,6;2;3,6;863.300;;;
0,017267;1,6;2;3,6;863.350;;;
0,017268;1,6;2;3,6;863.400;;;
0,017269;1,6;2;3,6;863.450;;;
0,01727;1,58;2;3,58;863.500;;;
0,017271;1,56;2;3,56;863.550;;;
0,017272;1,56;2;3,56;863.600;;;
0,017273;1,56;2;3,56;863.650;;;
0,017274;1,56;2;3,56;863.700;;;
0,017275;1,56;2;3,56;863.750;;;
0,017276;1,56;2;3,56;863.800;;;
0,017277;1,56;2;3,56;863.850;;;
0,017278;1,56;2;3,56;863.900;;;
0,017279;1,56;2;3,56;863.950;;;
0,01728;1,536;2;3,536;864.000;;;
0,017281;1,52;2;3,52;864.050;;;
0,017282;1,52;2;3,52;864.100;;;
0,017283;1,52;2;3,52;864.150;;;
0,017284;1,52;2;3,52;864.200;;;
0,017285;1,52;2;3,52;864.250;;;
0,017286;1,52;2;3,52;864.300;;;
0,017287;1,52;2;3,52;864.350;;;
0,017288;1,52;2;3,52;864.400;;;
0,017289;1,52;2;3,52;864.450;;;
0,01729;1,492;2;3,492;864.500;;;
0,017291;1,48;2;3,48;864.550;;;
0,017292;1,48;2;3,48;864.600;;;
0,017293;1,48;2;3,48;864.650;;;
0,017294;1,48;2;3,48;864.700;;;
0,017295;1,48;2;3,48;864.750;;;
0,017296;1,48;2;3,48;864.800;;;
0,017297;1,48;2;3,48;864.850;;;
0,017298;1,48;2;3,48;864.900;;;
0,017299;1,48;2;3,48;864.950;;;
0,0173;1,448;2;3,448;865.000;;;
0,017301;1,44;2;3,44;865.050;;;
0,017302;1,44;2;3,44;865.100;;;
0,017303;1,44;2;3,44;865.150;;;
0,017304;1,44;2;3,44;865.200;;;
0,017305;1,44;2;3,44;865.250;;;
0,017306;1,44;2;3,44;865.300;;;
0,017307;1,44;2;3,44;865.350;;;
0,017308;1,44;2;3,44;865.400;;;
0,017309;1,44;2;3,44;865.450;;;
0,01731;1,404;2;3,404;865.500;;;
0,017311;1,4;2;3,4;865.550;;;
0,017312;1,4;2;3,4;865.600;;;
0,017313;1,4;2;3,4;865.650;;;
0,017314;1,4;2;3,4;865.700;;;
0,017315;1,4;2;3,4;865.750;;;
0,017316;1,4;2;3,4;865.800;;;
0,017317;1,4;2;3,4;865.850;;;
0,017318;1,4;2;3,4;865.900;;;
0,017319;1,4;2;3,4;865.950;;;
0,01732;1,36;2;3,36;866.000;;;
0,017321;1,36;2;3,36;866.050;;;
0,017322;1,36;2;3,36;866.100;;;
0,017323;1,36;2;3,36;866.150;;;
0,017324;1,36;2;3,36;866.200;;;
0,017325;1,36;2;3,36;866.250;;;
0,017326;1,36;2;3,36;866.300;;;
0,017327;1,36;2;3,36;866.350;;;
0,017328;1,36;2;3,36;866.400;;;
0,017329;1,356;2;3,356;866.450;;;
0,01733;1,32;2;3,32;866.500;;;
0,017331;1,32;2;3,32;866.550;;;
0,017332;1,32;2;3,32;866.600;;;
0,017333;1,32;2;3,32;866.650;;;
0,017334;1,32;2;3,32;866.700;;;
0,017335;1,32;2;3,32;866.750;;;
0,017336;1,32;2;3,32;866.800;;;
0,017337;1,32;2;3,32;866.850;;;
0,017338;1,32;2;3,32;866.900;;;
0,017339;1,312;2;3,312;866.950;;;
0,01734;1,28;2;3,28;867.000;;;
0,017341;1,28;2;3,28;867.050;;;
0,017342;1,28;2;3,28;867.100;;;
0,017343;1,28;2;3,28;867.150;;;
0,017344;1,28;2;3,28;867.200;;;
0,017345;1,28;2;3,28;867.250;;;
0,017346;1,28;2;3,28;867.300;;;
0,017347;1,28;2;3,28;867.350;;;
0,017348;1,28;2;3,28;867.400;;;
0,017349;1,268;2;3,268;867.450;;;
0,01735;1,24;2;3,24;867.500;;;
0,017351;1,24;2;3,24;867.550;;;
0,017352;1,24;2;3,24;867.600;;;
0,017353;1,24;2;3,24;867.650;;;
0,017354;1,24;2;3,24;867.700;;;
0,017355;1,24;2;3,24;867.750;;;
0,017356;1,24;2;3,24;867.800;;;
0,017357;1,24;2;3,24;867.850;;;
0,017358;1,24;2;3,24;867.900;;;
0,017359;1,224;2;3,224;867.950;;;
0,01736;1,2;2;3,2;868.000;;;
0,017361;1,2;2;3,2;868.050;;;
0,017362;1,2;2;3,2;868.100;;;
0,017363;1,2;2;3,2;868.150;;;
0,017364;1,2;2;3,2;868.200;;;
0,017365;1,2;2;3,2;868.250;;;
0,017366;1,2;2;3,2;868.300;;;
0,017367;1,2;2;3,2;868.350;;;
0,017368;1,2;2;3,2;868.400;;;
0,017369;1,18;2;3,18;868.450;;;
0,01737;1,16;2;3,16;868.500;;;
0,017371;1,16;2;3,16;868.550;;;
0,017372;1,16;2;3,16;868.600;;;
0,017373;1,16;2;3,16;868.650;;;
0,017374;1,16;2;3,16;868.700;;;
0,017375;1,16;2;3,16;868.750;;;
0,017376;1,16;2;3,16;868.800;;;
0,017377;1,16;2;3,16;868.850;;;
0,017378;1,16;2;3,16;868.900;;;
0,017379;1,136;2;3,136;868.950;;;
0,01738;1,12;2;3,12;869.000;;;
0,017381;1,12;2;3,12;869.050;;;
0,017382;1,12;2;3,12;869.100;;;
0,017383;1,12;2;3,12;869.150;;;
0,017384;1,12;2;3,12;869.200;;;
0,017385;1,12;2;3,12;869.250;;;
0,017386;1,12;2;3,12;869.300;;;
0,017387;1,12;2;3,12;869.350;;;
0,017388;1,12;2;3,12;869.400;;;
0,017389;1,092;2;3,092;869.450;;;
0,01739;1,08;2;3,08;869.500;;;
0,017391;1,08;2;3,08;869.550;;;
0,017392;1,08;2;3,08;869.600;;;
0,017393;1,08;2;3,08;869.650;;;
0,017394;1,08;2;3,08;869.700;;;
0,017395;1,08;2;3,08;869.750;;;
0,017396;1,08;2;3,08;869.800;;;
0,017397;1,08;2;3,08;869.850;;;
0,017398;1,08;2;3,08;869.900;;;
0,017399;1,048;2;3,048;869.950;;;
0,0174;1,04;2;3,04;870.000;;;
0,017401;1,04;2;3,04;870.050;;;
0,017402;1,04;2;3,04;870.100;;;
0,017403;1,04;2;3,04;870.150;;;
0,017404;1,04;2;3,04;870.200;;;
0,017405;1,04;2;3,04;870.250;;;
0,017406;1,04;2;3,04;870.300;;;
0,017407;1,04;2;3,04;870.350;;;
0,017408;1,04;2;3,04;870.400;;;
0,017409;1,004;2;3,004;870.450;;;
0,01741;1;2;3;870.500;;;
0,017411;1;2;3;870.550;;;
0,017412;1;2;3;870.600;;;
0,017413;1;2;3;870.650;;;
0,017414;1;2;3;870.700;;;
0,017415;1;2;3;870.750;;;
0,017416;1;2;3;870.800;;;
